node_id,node_type,community_global,role,job_title,seniority,industry
R_002237,CV,6,Operations Manager,,Senior,Travel
R_002238,CV,0,Software Engineer,,Senior,Cybersecurity
R_002239,CV,4,Business Development Manager,,Junior,EdTech
R_002240,CV,4,Sales Representative,,Junior,Gaming
R_002241,CV,5,Content Marketer,,Mid,Healthcare
R_002242,CV,1,Junior Accountant,,Mid,Healthcare
R_002243,CV,0,Software Engineer,,Senior,SaaS
R_002244,CV,6,Operations Manager,,Junior,FinTech
R_002245,CV,7,Customer Support Specialist,,Junior,Healthcare
R_002246,CV,4,Account Executive,,Junior,E-commerce
R_002247,CV,4,Sales Representative,,Junior,FinTech
R_002248,CV,0,Software Engineer,,Senior,Gaming
R_002249,CV,2,Associate Product Manager,,Junior,SaaS
R_002250,CV,3,BI Analyst,,Senior,Healthcare
R_002251,CV,0,Full Stack Engineer,,Mid,Gaming
R_002252,CV,0,Full Stack Engineer,,Senior,Retail
R_002253,CV,5,Performance Marketer,,Junior,Healthcare
R_002254,CV,0,Full Stack Engineer,,Senior,Logistics
R_002255,CV,5,Content Marketer,,Mid,Travel
R_002256,CV,4,Sales Representative,,Senior,E-commerce
R_002257,CV,7,Customer Support Specialist,,Mid,Gaming
R_002258,CV,5,Marketing Manager,,Senior,Retail
R_002259,CV,1,Financial Analyst,,Mid,EdTech
R_002260,CV,6,Operations Manager,,Mid,Retail
R_002261,CV,7,Technical Support Specialist,,Senior,Travel
R_002262,CV,1,Junior Accountant,,Senior,Logistics
R_002263,CV,3,Data Analyst,,Mid,Gaming
R_002264,CV,5,Marketing Manager,,Junior,EdTech
R_002265,CV,5,Performance Marketer,,Senior,Travel
R_002266,CV,5,Performance Marketer,,Senior,Healthcare
R_002267,CV,0,Backend Engineer,,Senior,SaaS
R_002268,CV,0,Backend Engineer,,Senior,Gaming
R_002269,CV,7,Technical Support Specialist,,Senior,FinTech
R_002270,CV,3,Business Analyst,,Senior,Travel
R_002271,CV,3,Data Analyst,,Mid,SaaS
R_002272,CV,7,Customer Success Associate,,Mid,Cybersecurity
R_002273,CV,7,Customer Success Associate,,Junior,Cybersecurity
R_002274,CV,1,Financial Analyst,,Senior,Travel
R_002275,CV,0,Software Engineer,,Mid,EdTech
R_002276,CV,5,Content Marketer,,Senior,SaaS
R_002277,CV,2,Associate Product Manager,,Mid,E-commerce
R_002278,CV,6,Project Manager,,Junior,Travel
R_002279,CV,2,Associate Product Manager,,Senior,E-commerce
R_002280,CV,5,Performance Marketer,,Junior,Travel
R_002281,CV,4,Account Executive,,Mid,Cybersecurity
R_002282,CV,0,Software Engineer,,Senior,Gaming
R_002283,CV,1,Junior Accountant,,Junior,Cybersecurity
R_002284,CV,1,FP&A Analyst,,Junior,Travel
R_002285,CV,4,Sales Representative,,Mid,Logistics
R_002286,CV,7,Customer Support Specialist,,Senior,Gaming
R_002287,CV,0,Software Engineer,,Mid,FinTech
R_002288,CV,7,Technical Support Specialist,,Senior,SaaS
R_002289,CV,4,Account Executive,,Junior,Travel
R_002290,CV,3,BI Analyst,,Junior,Retail
R_002291,CV,0,Full Stack Engineer,,Junior,FinTech
R_002292,CV,5,Marketing Manager,,Junior,Travel
R_002293,CV,7,Technical Support Specialist,,Junior,Gaming
R_002294,CV,6,Operations Manager,,Mid,EdTech
R_002295,CV,1,Junior Accountant,,Mid,Gaming
R_002296,CV,1,FP&A Analyst,,Mid,Travel
R_002297,CV,4,Account Executive,,Junior,Retail
R_002298,CV,0,Backend Engineer,,Senior,FinTech
R_002299,CV,1,Junior Accountant,,Junior,E-commerce
R_002300,CV,4,Business Development Manager,,Mid,E-commerce
R_002301,CV,0,Software Engineer,,Junior,Gaming
R_002302,CV,4,Business Development Manager,,Mid,E-commerce
R_002303,CV,7,Technical Support Specialist,,Mid,Cybersecurity
R_002304,CV,5,Content Marketer,,Senior,EdTech
R_002305,CV,1,Junior Accountant,,Senior,Retail
R_002306,CV,5,Marketing Manager,,Junior,Gaming
R_002307,CV,0,Full Stack Engineer,,Junior,Healthcare
R_002308,CV,5,Performance Marketer,,Mid,Retail
R_002309,CV,0,Backend Engineer,,Senior,FinTech
R_002310,CV,6,Operations Manager,,Junior,Logistics
R_002311,CV,4,Account Executive,,Mid,Logistics
R_002312,CV,6,Project Manager,,Junior,Retail
R_002313,CV,2,Associate Product Manager,,Junior,Retail
R_002314,CV,6,Program Coordinator,,Mid,FinTech
R_002315,CV,6,Project Manager,,Mid,Logistics
R_002316,CV,1,FP&A Analyst,,Senior,Retail
R_002317,CV,2,Technical Product Manager,,Senior,FinTech
R_002318,CV,7,Customer Success Associate,,Junior,Cybersecurity
R_002319,CV,1,FP&A Analyst,,Senior,Travel
R_002320,CV,7,Customer Support Specialist,,Senior,Travel
R_002321,CV,0,Backend Engineer,,Senior,SaaS
R_002322,CV,5,Content Marketer,,Junior,FinTech
R_002323,CV,2,Technical Product Manager,,Senior,SaaS
R_002324,CV,6,Project Manager,,Mid,FinTech
R_002325,CV,7,Technical Support Specialist,,Mid,Healthcare
R_002326,CV,1,Financial Analyst,,Junior,E-commerce
R_002327,CV,4,Sales Representative,,Mid,E-commerce
R_002328,CV,4,Sales Representative,,Senior,Travel
R_002329,CV,2,Associate Product Manager,,Junior,E-commerce
R_002330,CV,7,Customer Success Associate,,Mid,Healthcare
R_002331,CV,3,BI Analyst,,Senior,E-commerce
R_002332,CV,2,Product Manager,,Senior,Cybersecurity
R_002333,CV,2,Associate Product Manager,,Junior,EdTech
R_002334,CV,0,Software Engineer,,Mid,Retail
R_002335,CV,0,Software Engineer,,Junior,E-commerce
R_002336,CV,7,Customer Success Associate,,Mid,Cybersecurity
R_002337,CV,5,Marketing Manager,,Junior,Cybersecurity
R_002338,CV,5,Marketing Manager,,Junior,FinTech
R_002339,CV,4,Account Executive,,Junior,Logistics
R_002340,CV,7,Customer Success Associate,,Senior,FinTech
R_002341,CV,2,Technical Product Manager,,Senior,Retail
R_002342,CV,3,Business Analyst,,Junior,EdTech
R_002343,CV,3,Data Analyst,,Junior,EdTech
R_002344,CV,3,Business Analyst,,Mid,EdTech
R_002345,CV,6,Project Manager,,Mid,Retail
R_002346,CV,7,Customer Support Specialist,,Senior,Travel
R_002347,CV,3,Business Analyst,,Junior,Gaming
R_002348,CV,7,Technical Support Specialist,,Mid,EdTech
R_002349,CV,5,Marketing Manager,,Junior,Retail
R_002350,CV,7,Customer Success Associate,,Mid,Retail
R_002351,CV,2,Product Manager,,Senior,Gaming
R_002352,CV,5,Marketing Manager,,Mid,Gaming
R_002353,CV,7,Technical Support Specialist,,Senior,EdTech
R_002354,CV,1,FP&A Analyst,,Mid,Logistics
R_002355,CV,3,BI Analyst,,Mid,EdTech
R_002356,CV,7,Customer Success Associate,,Junior,Logistics
R_002357,CV,4,Business Development Manager,,Mid,Travel
R_002358,CV,7,Customer Success Associate,,Mid,Cybersecurity
R_002359,CV,2,Product Manager,,Junior,Cybersecurity
R_002360,CV,5,Marketing Manager,,Mid,Cybersecurity
R_002361,CV,7,Customer Success Associate,,Senior,Cybersecurity
R_002362,CV,2,Technical Product Manager,,Senior,Travel
R_002363,CV,6,Project Manager,,Senior,Logistics
R_002364,CV,0,Software Engineer,,Senior,SaaS
R_002365,CV,7,Technical Support Specialist,,Mid,SaaS
R_002366,CV,7,Customer Success Associate,,Junior,SaaS
R_002367,CV,0,Backend Engineer,,Mid,Healthcare
R_002368,CV,5,Marketing Manager,,Senior,Logistics
R_002369,CV,6,Project Manager,,Mid,Gaming
R_002370,CV,2,Product Manager,,Junior,Retail
R_002371,CV,2,Associate Product Manager,,Mid,Healthcare
R_002372,CV,7,Technical Support Specialist,,Mid,Gaming
R_002373,CV,4,Account Executive,,Senior,Retail
R_002374,CV,3,Business Analyst,,Senior,Travel
R_002375,CV,3,Business Analyst,,Mid,E-commerce
R_002376,CV,2,Product Manager,,Junior,Gaming
R_002377,CV,7,Technical Support Specialist,,Mid,Gaming
R_002378,CV,3,BI Analyst,,Senior,Travel
R_002379,CV,7,Technical Support Specialist,,Senior,Travel
R_002380,CV,4,Account Executive,,Mid,Gaming
R_002381,CV,0,Full Stack Engineer,,Mid,Retail
R_002382,CV,3,Data Analyst,,Senior,EdTech
R_002383,CV,0,Software Engineer,,Mid,SaaS
R_002384,CV,5,Marketing Manager,,Senior,EdTech
R_002385,CV,6,Operations Manager,,Mid,FinTech
R_002386,CV,6,Operations Manager,,Mid,Retail
R_002387,CV,1,Program Coordinator,,Senior,E-commerce
R_002388,CV,3,Business Analyst,,Senior,Healthcare
R_002389,CV,7,Customer Success Associate,,Mid,Cybersecurity
R_002390,CV,2,Associate Product Manager,,Junior,Gaming
R_002391,CV,2,Associate Product Manager,,Junior,Retail
R_002392,CV,5,Content Marketer,,Mid,Travel
R_002393,CV,4,Business Development Manager,,Junior,SaaS
R_002394,CV,1,FP&A Analyst,,Senior,E-commerce
R_002395,CV,0,Software Engineer,,Senior,SaaS
R_002396,CV,5,Marketing Manager,,Junior,EdTech
R_002397,CV,2,Associate Product Manager,,Junior,Retail
R_002398,CV,0,Software Engineer,,Senior,Logistics
R_002399,CV,2,Associate Product Manager,,Senior,EdTech
R_002400,CV,1,FP&A Analyst,,Senior,Cybersecurity
R_002401,CV,1,FP&A Analyst,,Senior,Retail
R_002402,CV,6,Project Manager,,Junior,Travel
R_002403,CV,0,Backend Engineer,,Junior,Cybersecurity
R_002404,CV,5,Content Marketer,,Senior,FinTech
R_002405,CV,1,FP&A Analyst,,Senior,FinTech
R_002406,CV,6,Program Coordinator,,Junior,Healthcare
R_002407,CV,4,Sales Representative,,Mid,E-commerce
R_002408,CV,6,Program Coordinator,,Junior,E-commerce
R_002409,CV,0,Full Stack Engineer,,Mid,Gaming
R_002410,CV,0,Software Engineer,,Mid,Gaming
R_002411,CV,2,Technical Product Manager,,Mid,Logistics
R_002412,CV,0,Full Stack Engineer,,Mid,Retail
R_002413,CV,6,Project Manager,,Senior,Retail
R_002414,CV,3,Data Analyst,,Mid,EdTech
R_002415,CV,5,Performance Marketer,,Mid,Travel
R_002416,CV,6,Program Coordinator,,Senior,Healthcare
R_002417,CV,0,Full Stack Engineer,,Mid,Healthcare
R_002418,CV,3,Data Analyst,,Junior,SaaS
R_002419,CV,4,Business Development Manager,,Mid,Logistics
R_002420,CV,7,Technical Support Specialist,,Mid,Cybersecurity
R_002421,CV,0,Software Engineer,,Mid,Gaming
R_002422,CV,4,Business Development Manager,,Junior,Travel
R_002423,CV,4,Business Development Manager,,Mid,Healthcare
R_002424,CV,5,Content Marketer,,Junior,FinTech
R_002425,CV,2,Product Manager,,Senior,Travel
R_002426,CV,5,Performance Marketer,,Mid,Retail
R_002427,CV,3,Business Analyst,,Senior,FinTech
R_002428,CV,1,Junior Accountant,,Mid,Healthcare
R_002429,CV,3,Business Analyst,,Senior,Cybersecurity
R_002430,CV,2,Product Manager,,Mid,Logistics
R_002431,CV,1,FP&A Analyst,,Junior,Travel
R_002432,CV,4,Sales Representative,,Junior,Gaming
R_002433,CV,7,Customer Support Specialist,,Mid,FinTech
R_002434,CV,3,Business Analyst,,Mid,EdTech
R_002435,CV,7,Technical Support Specialist,,Senior,Logistics
R_002436,CV,2,Technical Product Manager,,Senior,E-commerce
R_002437,CV,3,Business Analyst,,Mid,Retail
R_002438,CV,2,Associate Product Manager,,Mid,FinTech
R_002439,CV,0,Backend Engineer,,Junior,Retail
R_002440,CV,6,Project Manager,,Mid,SaaS
R_002441,CV,3,Data Analyst,,Senior,Retail
R_002442,CV,3,Business Analyst,,Senior,Cybersecurity
R_002443,CV,4,Business Development Manager,,Senior,Healthcare
R_002444,CV,5,Marketing Manager,,Senior,Cybersecurity
R_002445,CV,6,Operations Manager,,Junior,Gaming
R_002446,CV,5,Performance Marketer,,Senior,FinTech
R_002447,CV,1,Financial Analyst,,Junior,EdTech
R_002448,CV,1,FP&A Analyst,,Mid,E-commerce
R_002449,CV,7,Technical Support Specialist,,Senior,EdTech
R_002450,CV,5,Content Marketer,,Senior,FinTech
R_002451,CV,2,Technical Product Manager,,Senior,FinTech
R_002452,CV,5,Performance Marketer,,Senior,FinTech
R_002453,CV,4,Sales Representative,,Mid,Logistics
R_002454,CV,1,Financial Analyst,,Senior,FinTech
R_002455,CV,3,BI Analyst,,Mid,FinTech
R_002456,CV,0,Backend Engineer,,Senior,Cybersecurity
R_002457,CV,6,Operations Manager,,Mid,Retail
R_002458,CV,2,Associate Product Manager,,Junior,Retail
R_002459,CV,1,Junior Accountant,,Senior,SaaS
R_002460,CV,5,Performance Marketer,,Junior,Travel
R_002461,CV,1,Junior Accountant,,Junior,EdTech
R_002462,CV,7,Customer Support Specialist,,Senior,Travel
R_002463,CV,2,Technical Product Manager,,Mid,SaaS
R_002464,CV,6,Program Coordinator,,Senior,Healthcare
R_002465,CV,7,Technical Support Specialist,,Junior,Healthcare
R_002466,CV,0,Software Engineer,,Junior,FinTech
R_002467,CV,6,Operations Manager,,Mid,Cybersecurity
R_002468,CV,5,Content Marketer,,Senior,Healthcare
R_002469,CV,3,Data Analyst,,Junior,Retail
R_002470,CV,4,Sales Representative,,Junior,SaaS
R_002471,CV,4,Account Executive,,Mid,FinTech
R_002472,CV,1,Junior Accountant,,Mid,Logistics
R_002473,CV,0,Backend Engineer,,Junior,Healthcare
R_002474,CV,1,Financial Analyst,,Senior,FinTech
R_002475,CV,3,Data Analyst,,Junior,E-commerce
R_002476,CV,4,Account Executive,,Senior,E-commerce
R_002477,CV,3,BI Analyst,,Junior,Travel
R_002478,CV,2,Associate Product Manager,,Senior,Gaming
R_002479,CV,0,Full Stack Engineer,,Senior,Healthcare
R_002480,CV,3,Business Analyst,,Mid,E-commerce
R_002481,CV,1,Financial Analyst,,Senior,Gaming
R_002482,CV,0,Backend Engineer,,Senior,Logistics
R_002483,CV,7,Customer Support Specialist,,Senior,Cybersecurity
R_002484,CV,0,Backend Engineer,,Mid,Gaming
R_002485,CV,6,Operations Manager,,Senior,SaaS
R_002486,CV,1,Financial Analyst,,Mid,EdTech
R_002487,CV,6,Program Coordinator,,Junior,FinTech
R_002488,CV,0,Software Engineer,,Mid,FinTech
R_002489,CV,2,Associate Product Manager,,Mid,Cybersecurity
R_002490,CV,7,Customer Support Specialist,,Senior,FinTech
R_002491,CV,7,Technical Support Specialist,,Senior,FinTech
R_002492,CV,3,BI Analyst,,Senior,Travel
R_002493,CV,5,Content Marketer,,Mid,Retail
R_002494,CV,6,Operations Manager,,Senior,Gaming
R_002495,CV,6,Operations Manager,,Mid,Retail
R_002496,CV,2,Associate Product Manager,,Senior,Gaming
R_002497,CV,1,Financial Analyst,,Senior,E-commerce
R_002498,CV,5,Performance Marketer,,Junior,Logistics
R_002499,CV,0,Backend Engineer,,Mid,FinTech
R_002500,CV,5,Marketing Manager,,Junior,Gaming
R_002501,CV,3,BI Analyst,,Junior,Retail
R_002502,CV,1,Junior Accountant,,Senior,E-commerce
R_002503,CV,4,Sales Representative,,Senior,Healthcare
R_002504,CV,1,Financial Analyst,,Mid,E-commerce
R_002505,CV,3,Business Analyst,,Mid,E-commerce
R_002506,CV,0,Software Engineer,,Senior,Travel
R_002507,CV,2,Technical Product Manager,,Mid,Retail
R_002508,CV,0,Full Stack Engineer,,Senior,Gaming
R_002509,CV,3,Business Analyst,,Mid,Retail
R_002510,CV,5,Marketing Manager,,Senior,FinTech
R_002511,CV,0,Software Engineer,,Senior,Travel
R_002512,CV,1,Junior Accountant,,Mid,EdTech
R_002513,CV,1,Financial Analyst,,Junior,Cybersecurity
R_002514,CV,5,Performance Marketer,,Junior,Retail
R_002515,CV,4,Sales Representative,,Junior,EdTech
R_002516,CV,6,Project Manager,,Senior,Retail
R_002517,CV,6,Program Coordinator,,Mid,Gaming
R_002518,CV,1,Junior Accountant,,Senior,Travel
R_002519,CV,4,Business Development Manager,,Mid,Gaming
R_002520,CV,0,Backend Engineer,,Senior,Retail
R_002521,CV,6,Operations Manager,,Mid,FinTech
R_002522,CV,7,Technical Support Specialist,,Senior,E-commerce
R_002523,CV,6,Operations Manager,,Mid,Logistics
R_002524,CV,2,Product Manager,,Senior,E-commerce
R_002525,CV,1,Financial Analyst,,Mid,FinTech
R_002526,CV,1,Junior Accountant,,Senior,Gaming
R_002527,CV,5,Performance Marketer,,Mid,Retail
R_002528,CV,4,Account Executive,,Junior,Travel
R_002529,CV,6,Operations Manager,,Junior,EdTech
R_002530,CV,7,Technical Support Specialist,,Mid,FinTech
R_002531,CV,5,Content Marketer,,Senior,Healthcare
R_002532,CV,1,FP&A Analyst,,Junior,Healthcare
R_002533,CV,2,Product Manager,,Senior,E-commerce
R_002534,CV,5,Content Marketer,,Junior,Cybersecurity
R_002535,CV,2,Technical Product Manager,,Junior,Retail
R_002536,CV,6,Operations Manager,,Junior,Retail
R_002537,CV,5,Performance Marketer,,Senior,EdTech
R_002538,CV,7,Customer Support Specialist,,Junior,Cybersecurity
R_002539,CV,2,Technical Product Manager,,Mid,EdTech
R_002540,CV,4,Account Executive,,Senior,Gaming
R_002541,CV,4,Sales Representative,,Senior,Retail
R_002542,CV,1,Junior Accountant,,Junior,E-commerce
R_002543,CV,0,Backend Engineer,,Junior,Healthcare
R_002544,CV,2,Technical Product Manager,,Mid,Healthcare
R_002545,CV,2,Product Manager,,Junior,Logistics
R_002546,CV,5,Marketing Manager,,Junior,Logistics
R_002547,CV,5,Content Marketer,,Mid,Cybersecurity
R_002548,CV,4,Business Development Manager,,Mid,SaaS
R_002549,CV,2,Product Manager,,Mid,SaaS
R_002550,CV,3,Data Analyst,,Senior,Logistics
R_002551,CV,3,BI Analyst,,Mid,SaaS
R_002552,CV,6,Project Manager,,Senior,E-commerce
R_002553,CV,1,Junior Accountant,,Senior,SaaS
R_002554,CV,6,Program Coordinator,,Senior,Retail
R_002555,CV,5,Content Marketer,,Mid,Cybersecurity
R_002556,CV,1,Financial Analyst,,Senior,Healthcare
R_002557,CV,0,Backend Engineer,,Junior,Cybersecurity
R_002558,CV,7,Customer Support Specialist,,Senior,Healthcare
R_002559,CV,2,Product Manager,,Senior,Gaming
R_002560,CV,3,Business Analyst,,Senior,Gaming
R_002561,CV,5,Performance Marketer,,Senior,Logistics
R_002562,CV,4,Sales Representative,,Mid,EdTech
R_002563,CV,3,BI Analyst,,Senior,EdTech
R_002564,CV,6,Project Manager,,Junior,Cybersecurity
R_002565,CV,5,Content Marketer,,Mid,FinTech
R_002566,CV,0,Software Engineer,,Junior,Cybersecurity
R_002567,CV,2,Associate Product Manager,,Mid,Gaming
R_002568,CV,0,Full Stack Engineer,,Mid,Retail
R_002569,CV,3,Data Analyst,,Junior,Gaming
R_002570,CV,6,Program Coordinator,,Senior,Gaming
R_002571,CV,7,Customer Support Specialist,,Senior,Cybersecurity
R_002572,CV,1,Junior Accountant,,Senior,E-commerce
R_002573,CV,4,Sales Representative,,Senior,Logistics
R_002574,CV,1,Junior Accountant,,Junior,FinTech
R_002575,CV,3,BI Analyst,,Junior,Logistics
R_002576,CV,5,Performance Marketer,,Senior,EdTech
R_002577,CV,4,Account Executive,,Mid,Logistics
R_002578,CV,4,Account Executive,,Mid,E-commerce
R_002579,CV,3,Business Analyst,,Mid,Travel
R_002580,CV,0,Backend Engineer,,Mid,Travel
R_002581,CV,7,Customer Support Specialist,,Senior,Healthcare
R_002582,CV,7,Technical Support Specialist,,Mid,Cybersecurity
R_002583,CV,6,Operations Manager,,Junior,FinTech
R_002584,CV,3,Business Analyst,,Junior,Logistics
R_002585,CV,4,Sales Representative,,Junior,Retail
R_002586,CV,4,Account Executive,,Mid,Travel
R_002587,CV,4,Account Executive,,Mid,E-commerce
R_002588,CV,2,Product Manager,,Senior,Travel
R_002589,CV,5,Content Marketer,,Senior,E-commerce
R_002590,CV,2,Associate Product Manager,,Senior,FinTech
R_002591,CV,1,FP&A Analyst,,Junior,Logistics
R_002592,CV,3,Business Analyst,,Junior,FinTech
R_002593,CV,6,Operations Manager,,Junior,SaaS
R_002594,CV,1,Financial Analyst,,Junior,Gaming
R_002595,CV,2,Product Manager,,Senior,Healthcare
R_002596,CV,6,Project Manager,,Senior,EdTech
R_002597,CV,2,Associate Product Manager,,Junior,Cybersecurity
R_002598,CV,4,Business Development Manager,,Senior,Cybersecurity
R_002599,CV,6,Program Coordinator,,Senior,Gaming
R_002600,CV,6,Operations Manager,,Senior,SaaS
R_002601,CV,3,Business Analyst,,Junior,SaaS
R_002602,CV,2,Technical Product Manager,,Senior,Gaming
R_002603,CV,3,Data Analyst,,Junior,Retail
R_002604,CV,3,Data Analyst,,Senior,Travel
R_002605,CV,0,Full Stack Engineer,,Senior,EdTech
R_002606,CV,3,BI Analyst,,Mid,FinTech
R_002607,CV,0,Backend Engineer,,Junior,Gaming
R_002608,CV,1,FP&A Analyst,,Junior,Cybersecurity
R_002609,CV,2,Product Manager,,Mid,Logistics
R_002610,CV,0,Full Stack Engineer,,Junior,Logistics
R_002611,CV,4,Sales Representative,,Mid,Healthcare
R_002612,CV,5,Performance Marketer,,Senior,Travel
R_002613,CV,7,Customer Success Associate,,Mid,Travel
R_002614,CV,1,FP&A Analyst,,Senior,SaaS
R_002615,CV,4,Account Executive,,Junior,FinTech
R_002616,CV,4,Account Executive,,Junior,Travel
R_002617,CV,1,Financial Analyst,,Junior,EdTech
R_002618,CV,7,Customer Support Specialist,,Mid,SaaS
R_002619,CV,6,Program Coordinator,,Senior,E-commerce
R_002620,CV,0,Software Engineer,,Junior,FinTech
R_002621,CV,7,Customer Success Associate,,Junior,Gaming
R_002622,CV,4,Account Executive,,Senior,Retail
R_002623,CV,7,Customer Success Associate,,Junior,SaaS
R_002624,CV,0,Software Engineer,,Mid,Travel
R_002625,CV,1,Financial Analyst,,Senior,Healthcare
R_002626,CV,3,BI Analyst,,Mid,Healthcare
R_002627,CV,4,Business Development Manager,,Senior,FinTech
R_002628,CV,1,Financial Analyst,,Junior,Cybersecurity
R_002629,CV,1,Junior Accountant,,Mid,SaaS
R_002630,CV,2,Technical Product Manager,,Junior,FinTech
R_002631,CV,6,Operations Manager,,Senior,Retail
R_002632,CV,7,Customer Success Associate,,Mid,Gaming
R_002633,CV,3,Business Analyst,,Junior,E-commerce
R_002634,CV,1,Financial Analyst,,Junior,SaaS
R_002635,CV,6,Program Coordinator,,Mid,Healthcare
R_002636,CV,5,Marketing Manager,,Junior,Logistics
R_002637,CV,2,Technical Product Manager,,Senior,Logistics
R_002638,CV,0,Full Stack Engineer,,Mid,SaaS
R_002639,CV,4,Account Executive,,Mid,Cybersecurity
R_002640,CV,7,Customer Success Associate,,Senior,Cybersecurity
R_002641,CV,6,Operations Manager,,Mid,Retail
R_002642,CV,2,Product Manager,,Senior,SaaS
R_002643,CV,6,Project Manager,,Senior,FinTech
R_002644,CV,3,Business Analyst,,Mid,Healthcare
R_002645,CV,7,Customer Success Associate,,Mid,Travel
R_002646,CV,6,Operations Manager,,Junior,SaaS
R_002647,CV,6,Operations Manager,,Senior,SaaS
R_002648,CV,2,Technical Product Manager,,Mid,Logistics
R_002649,CV,3,Business Analyst,,Senior,SaaS
R_002650,CV,4,Sales Representative,,Senior,SaaS
R_002651,CV,7,Technical Support Specialist,,Mid,EdTech
R_002652,CV,6,Project Manager,,Junior,Gaming
R_002653,CV,6,Operations Manager,,Mid,Retail
R_002654,CV,7,Customer Success Associate,,Mid,Travel
